Ticker,final_prediction,prediction_confidence
TKR,Buy,1.0
CAE,Buy,1.0
VERX,Buy,1.0
FOUR,Buy,1.0
ESAB,Buy,1.0
PDI,Buy,1.0
FRPT,Buy,1.0
WHR,Buy,1.0
GLBE,Buy,1.0
CADE,Buy,1.0
OLN,Buy,1.0
R,Buy,1.0
NXST,Buy,1.0
MASI,Buy,1.0
MOD,Buy,1.0
ALGM,Buy,1.0
AS,Buy,1.0
STVN,Buy,1.0
COOP,Buy,1.0
FSS,Buy,1.0
FSK,Buy,1.0
JHG,Buy,1.0
NSA,Buy,1.0
PVH,Buy,1.0
BILL,Buy,1.0
VMI,Buy,1.0
ERJ,Buy,1.0
BCPC,Buy,1.0
STEP,Buy,1.0
REYN,Buy,1.0
MAT,Buy,1.0
RITM,Buy,1.0
FG,Buy,1.0
CWAN,Buy,1.0
VAL,Buy,1.0
MNSO,Buy,1.0
PHI,Buy,1.0
TDW,Buy,1.0
VKTX,Buy,1.0
BMI,Buy,1.0
RCM,Buy,1.0
BYD,Buy,1.0
EXLS,Buy,1.0
MGY,Buy,1.0
MMS,Buy,1.0
ETRN,Buy,1.0
XRAY,Buy,1.0
TNET,Buy,1.0
LNC,Buy,1.0
SRCL,Buy,1.0
OGN,Buy,1.0
ZWS,Buy,1.0
EPRT,Buy,1.0
SATS,Buy,1.0
SM,Buy,1.0
AMG,Buy,1.0
HOMB,Buy,1.0
FRO,Buy,1.0
MDU,Buy,1.0
CVLT,Buy,1.0
EXPO,Buy,1.0
AWI,Buy,1.0
CBT,Buy,1.0
KRG,Buy,1.0
AL,Buy,1.0
HXL,Buy,1.0
VRNS,Buy,1.0
ACT,Buy,1.0
SWX,Buy,1.0
QLYS,Buy,1.0
NFG,Buy,1.0
NFE,Buy,1.0
RDN,Buy,1.0
ATKR,Buy,1.0
TENB,Buy,1.0
NEU,Buy,1.0
FNB,Buy,1.0
SIGI,Buy,1.0
SEE,Buy,1.0
BCC,Buy,1.0
PFSI,Buy,1.0
FUN,Buy,1.0
DY,Buy,1.0
DOOO,Buy,1.0
OPCH,Buy,1.0
DOCS,Buy,1.0
BEPC,Buy,1.0
RH,Buy,1.0
GATX,Buy,1.0
SLM,Buy,1.0
FFIN,Buy,1.0
LANC,Buy,1.0
THO,Buy,1.0
OZK,Buy,1.0
UGI,Buy,1.0
NUVL,Buy,1.0
SON,Buy,1.0
PACS,Buy,1.0
PEGA,Buy,1.0
LYFT,Buy,1.0
ABG,Buy,1.0
VRRM,Buy,1.0
CSAN,Buy,1.0
UBSI,Buy,1.0
LOAR,Buy,1.0
CAMT,Buy,1.0
MMSI,Buy,1.0
SEM,Buy,1.0
FRHC,Buy,1.0
USM,Buy,1.0
FCFS,Buy,1.0
CRVL,Buy,1.0
BBIO,Buy,1.0
COLB,Buy,1.0
RNA,Buy,0.8376493
GBCI,Buy,1.0
SSL,Buy,1.0
VRN,Buy,1.0
SIM,Buy,1.0
TMDX,Buy,1.0
CRDO,Buy,1.0
SLGN,Buy,1.0
FIZZ,Buy,1.0
THG,Buy,1.0
ESGR,Buy,1.0
BMA,Buy,1.0
UGP,Buy,1.0
POR,Buy,1.0
PI,Buy,1.0
PECO,Buy,1.0
BGC,Buy,1.0
ASH,Buy,1.0
IDA,Buy,1.0
AVT,Buy,1.0
FELE,Buy,1.0
VIST,Buy,1.0
ALK,Buy,1.0
BCO,Buy,1.0
CRSP,Buy,1.0
ASGN,Buy,1.0
MSGS,Buy,1.0
RIG,Buy,1.0
FLO,Buy,1.0
PJT,Buy,1.0
PII,Buy,1.0
AVAV,Buy,1.0
ITRI,Buy,1.0
HOG,Buy,1.0
COLM,Buy,1.0
PAGP,Buy,1.0
CRC,Buy,1.0
HWC,Buy,1.0
CEF,Buy,1.0
NVEI,Buy,1.0
UMBF,Buy,1.0
MSM,Buy,1.0
LPL,Buy,1.0
APLS,Buy,1.0
M,Buy,1.0
EEFT,Buy,1.0
RDNT,Buy,1.0
PBF,Buy,1.0
MC,Buy,1.0
VIRT,Buy,1.0
JOBY,Buy,0.99999964
FUL,Buy,1.0
LOT,Buy,0.99836344
GTES,Buy,1.0
HIMS,Buy,1.0
ORA,Buy,1.0
NJR,Buy,1.0
TSEM,Buy,1.0
ZETA,Buy,1.0
LOPE,Buy,1.0
HGV,Buy,1.0
HAE,Buy,1.0
CSWI,Buy,1.0
ZK,Buy,1.0
WTM,Buy,1.0
ACIW,Buy,1.0
RYN,Buy,1.0
DNB,Buy,1.0
AGO,Buy,1.0
IRT,Buy,1.0
CNXC,Buy,1.0
URBN,Buy,1.0
MATX,Buy,1.0
SKY,Buy,1.0
IAC,Buy,1.0
MAIN,Buy,1.0
FORM,Buy,1.0
CLVT,Buy,1.0
TPH,Buy,1.0
ACA,Buy,1.0
KNF,Buy,1.0
GOLF,Buy,1.0
TIGO,Buy,1.0
CNS,Buy,1.0
SFBS,Buy,1.0
ACLS,Buy,1.0
ENS,Buy,1.0
WU,Buy,1.0
CBZ,Buy,1.0
LTH,Buy,1.0
NOG,Buy,1.0
SNDR,Buy,1.0
ALKS,Buy,1.0
INSP,Buy,1.0
PTEN,Buy,1.0
IGT,Buy,1.0
ENIC,Buy,1.0
AEIS,Buy,1.0
CRNX,Buy,1.0
DYN,Buy,1.0
PAGS,Buy,1.0
ITGR,Buy,1.0
HRI,Buy,1.0
FROG,Buy,1.0
MHO,Buy,1.0
POWI,Buy,1.0
GPI,Buy,1.0
IMVT,Buy,1.0
BVN,Buy,1.0
AQN,Buy,0.9999987
IBOC,Buy,1.0
GBDC,Buy,1.0
FIVE,Buy,1.0
IBRX,Buy,0.9999958
ALIT,Buy,1.0
VLY,Buy,0.99999964
AVNT,Buy,1.0
SPR,Buy,1.0
KRC,Buy,1.0
QS,Buy,1.0
ABCB,Buy,1.0
LAZ,Buy,1.0
BLKB,Buy,1.0
IPGP,Buy,1.0
STNG,Buy,1.0
STNE,Buy,1.0
KMPR,Buy,1.0
BRZE,Buy,1.0
AXSM,Buy,1.0
AX,Buy,1.0
QTWO,Buy,1.0
CLSK,Sell,0.899184
CNX,Buy,1.0
IPAR,Buy,1.0
NNI,Buy,1.0
AMR,Buy,1.0
BKH,Buy,1.0
HUN,Buy,1.0
CPRI,Buy,1.0
WK,Buy,1.0
SLG,Buy,1.0
FRSH,Buy,1.0
SANM,Buy,1.0
AB,Buy,1.0
STR,Buy,1.0
PIPR,Buy,1.0
OTTR,Buy,1.0
KAI,Buy,1.0
BOX,Buy,1.0
RARE,Buy,1.0
ASO,Buy,1.0
BTG,Buy,1.0
KTB,Buy,1.0
NYCB,Buy,1.0
AEO,Buy,1.0
WHD,Buy,1.0
OGS,Buy,1.0
CPA,Buy,1.0
TFSL,Buy,1.0
CTRE,Buy,1.0
TEX,Buy,1.0
BDC,Buy,1.0
SBRA,Buy,1.0
CAR,Buy,1.0
GH,Buy,1.0
HP,Buy,1.0
JWN,Buy,1.0
OSCR,Buy,0.9999999
NSP,Buy,1.0
SMG,Buy,1.0
WAY,Buy,1.0
ALTM,Buy,1.0
SR,Buy,1.0
SIG,Buy,1.0
HL,Buy,1.0
PWSC,Buy,1.0
HGTY,Buy,1.0
PRGO,Buy,1.0
PSN,Buy,1.0
LITE,Buy,1.0
SGRY,Buy,1.0
RUN,Sell,0.99968696
MRUS,Buy,1.0
NCNO,Buy,1.0
SHC,Buy,1.0
TGS,Buy,1.0
NXE,Buy,1.0
PRKS,Buy,1.0
RUSHA,Buy,1.0
BOOT,Buy,1.0
ALE,Buy,1.0
DIOD,Buy,1.0
WEN,Buy,1.0
KFY,Buy,1.0
LBRT,Buy,1.0
MAC,Buy,1.0
SDRL,Buy,1.0
HASI,Buy,1.0
AROC,Buy,1.0
ALVO,Buy,1.0
STRL,Buy,1.0
GLNG,Buy,1.0
SHAK,Buy,1.0
AAP,Buy,1.0
SMPL,Buy,1.0
GMS,Buy,1.0
APLE,Buy,1.0
PNM,Buy,1.0
HCC,Buy,1.0
JOE,Buy,1.0
PAM,Buy,1.0
HHH,Buy,1.0
WD,Buy,1.0
NEOG,Buy,1.0
SLAB,Buy,1.0
PBH,Buy,1.0
AI,Buy,1.0
TRMD,Buy,1.0
OMAB,Buy,1.0
FULT,Buy,1.0
EBC,Buy,1.0
BANF,Buy,1.0
AUB,Buy,1.0
DXC,Buy,1.0
SYNA,Buy,1.0
GFF,Buy,1.0
CORT,Buy,1.0
UCBI,Buy,1.0
AXNX,Buy,1.0
CC,Buy,1.0
IDYA,Buy,1.0
RXO,Buy,1.0
ARWR,Buy,1.0
GHC,Buy,1.0
ASB,Buy,1.0
LLYVA,Buy,1.0
LLYVK,Buy,1.0
FBP,Buy,1.0
HTGC,Buy,1.0
PRCT,Buy,1.0
GT,Buy,1.0
TNL,Buy,1.0
DV,Buy,1.0
BNL,Buy,1.0
BXMT,Buy,1.0
INST,Buy,1.0
MAN,Buy,1.0
ENV,Buy,1.0
OR,Buy,1.0
EGO,Buy,1.0
IQ,Buy,0.99998295
NEA,Buy,1.0
WDFC,Buy,1.0
ALRM,Buy,1.0
SITM,Buy,1.0
MEOH,Buy,1.0
ABM,Buy,1.0
VCTR,Buy,1.0
UNF,Buy,1.0
NPO,Buy,1.0
ASTS,Buy,1.0
SXT,Buy,1.0
SAM,Buy,1.0
WSFS,Buy,1.0
SBSW,Buy,1.0
IIPR,Buy,1.0
PCH,Buy,1.0
KWR,Buy,1.0
YETI,Buy,1.0
BSM,Buy,1.0
SKYW,Buy,1.0
EPR,Buy,1.0
CXT,Buy,1.0
ATHM,Buy,1.0
TGTX,Buy,1.0
SRAD,Buy,1.0
RIOT,Sell,0.99612856
ARLP,Buy,1.0
PRMW,Buy,1.0
ACLX,Buy,1.0
BRC,Buy,1.0
ASAN,Buy,1.0
FIBK,Buy,1.0
CVCO,Buy,1.0
JJSF,Buy,1.0
VSH,Buy,1.0
SITC,Buy,1.0
ALKT,Buy,1.0
BE,Buy,1.0
TFPM,Buy,1.0
HCM,Buy,1.0
FIVN,Buy,1.0
CALM,Buy,1.0
NWE,Buy,1.0
CNO,Buy,1.0
SHOO,Buy,1.0
JBT,Buy,1.0
AESI,Buy,1.0
CCOI,Buy,1.0
AMED,Buy,1.0
HBM,Buy,1.0
PLXS,Buy,1.0
CMBT,Buy,1.0
GBTG,Buy,1.0
IOSP,Buy,1.0
GRBK,Buy,1.0
XENE,Buy,1.0
SID,Buy,1.0
KTOS,Buy,1.0
MCY,Buy,1.0
DNP,Buy,1.0
NARI,Buy,1.0
NHI,Buy,1.0
FOLD,Buy,1.0
IRDM,Buy,1.0
REZI,Buy,1.0
DORM,Buy,1.0
BHVN,Buy,1.0
TDC,Buy,1.0
FHB,Buy,1.0
ROAD,Buy,1.0
CATY,Buy,1.0
ACVA,Buy,1.0
LU,Buy,0.9999908
QFIN,Buy,1.0
LRN,Buy,1.0
SKT,Buy,1.0
IDCC,Buy,1.0
CBU,Buy,1.0
TCBI,Buy,1.0
GDRX,Buy,1.0
PK,Buy,1.0
ADMA,Buy,0.9999999
CDP,Buy,1.0
DNLI,Buy,1.0
VAC,Buy,1.0
TWST,Buy,1.0
MWA,Buy,1.0
CCS,Buy,1.0
IESC,Buy,1.0
ESRT,Buy,1.0
IRTC,Buy,1.0
ESE,Buy,1.0
GEF,Buy,1.0
BTE,Buy,1.0
ICUI,Buy,1.0
HI,Buy,1.0
NMIH,Buy,1.0
MGEE,Buy,1.0
SEB,Buy,1.0
BUR,Buy,1.0
AGYS,Buy,1.0
RNG,Buy,1.0
BHF,Buy,1.0
DOCN,Buy,1.0
HIW,Buy,1.0
INTR,Buy,1.0
CRK,Buy,1.0
CWT,Buy,1.0
ACAD,Buy,1.0
VC,Buy,1.0
APAM,Buy,1.0
LXP,Buy,1.0
NOMD,Buy,1.0
CEIX,Buy,1.0
AWR,Buy,1.0
RYTM,Buy,1.0
STRA,Buy,1.0
ATGE,Buy,1.0
SLVM,Buy,1.0
TBBB,Buy,1.0
FHI,Buy,1.0
EAT,Buy,1.0
YOU,Buy,1.0
DFH,Buy,1.0
PRIM,Buy,1.0
UAA,Buy,1.0
DEI,Buy,1.0
UA,Buy,1.0
MLTX,Buy,1.0
BL,Buy,1.0
TEO,Buy,0.9999993
PLTK,Buy,1.0
FTDR,Buy,1.0
AVA,Buy,1.0
NMRK,Buy,1.0
BTU,Buy,1.0
USAC,Buy,1.0
LIVN,Buy,1.0
GVA,Buy,1.0
CWK,Buy,1.0
MPW,Buy,1.0
FLNC,Buy,1.0
MORF,Buy,1.0
NVST,Buy,1.0
GPOR,Buy,1.0
MODG,Buy,1.0
AGL,Buy,0.9392983
LCII,Buy,1.0
MOR,Buy,1.0
BAK,Buy,1.0
RLX,Buy,0.9818087
GERN,Buy,0.99999964
MANU,Buy,1.0
GNW,Buy,1.0
AIN,Buy,1.0
TNDM,Buy,1.0
CAAP,Buy,1.0
XPRO,Buy,1.0
ARCB,Buy,1.0
ASAI,Buy,1.0
ZGN,Buy,1.0
PENN,Buy,1.0
WAFD,Buy,1.0
ARCH,Buy,1.0
BKU,Buy,1.0
MTX,Buy,1.0
MGRC,Buy,1.0
INSW,Buy,1.0
HUBG,Buy,1.0
NAD,Buy,1.0
SG,Buy,1.0
CSQ,Buy,1.0
BHC,Buy,1.0
VTMX,Buy,1.0
PSMT,Buy,1.0
ADX,Buy,1.0
AGIO,Buy,1.0
SBLK,Buy,1.0
MQ,Buy,0.99999964
CSTM,Buy,1.0
BATRA,Buy,1.0
ENVX,Buy,1.0
WOLF,Buy,0.99999607
BATRK,Buy,1.0
CARG,Buy,1.0
BWIN,Buy,1.0
CNK,Buy,1.0
PRK,Buy,1.0
KLIC,Buy,1.0
OII,Buy,1.0
SWTX,Buy,1.0
CVBF,Buy,1.0
PGNY,Buy,1.0
KNTK,Buy,1.0
BOH,Buy,1.0
KYMR,Buy,1.0
MLCO,Buy,0.99998426
IFS,Buy,1.0
INTA,Buy,1.0
APGE,Buy,1.0
NWL,Buy,1.0
PATK,Buy,1.0
PRFT,Buy,1.0
KOS,Buy,1.0
NABL,Buy,1.0
GOGL,Buy,1.0
NVG,Buy,1.0
RKLB,Buy,1.0
ICFI,Buy,1.0
SFNC,Buy,1.0
HAYW,Buy,1.0
PPBI,Buy,1.0
TGNA,Buy,1.0
OUT,Buy,1.0
DBRG,Buy,1.0
EXG,Buy,1.0
APPN,Buy,1.0
ATMU,Buy,1.0
AVAL,Buy,0.99939704
AY,Buy,1.0
AVDX,Buy,1.0
CDE,Buy,0.99890506
CLBT,Buy,1.0
CPK,Buy,1.0
WLY,Buy,1.0
AZZ,Buy,1.0
AMK,Buy,1.0
TRN,Buy,1.0
ENOV,Buy,1.0
RELY,Buy,1.0
PTCT,Buy,1.0
YELP,Buy,1.0
CERT,Buy,1.0
SIMO,Buy,1.0
WNS,Buy,1.0
BFH,Buy,1.0
TBBK,Buy,1.0
SNEX,Buy,1.0
MIR,Buy,1.0
UE,Buy,1.0
FFBC,Buy,1.0
UPST,Buy,1.0
TRIP,Buy,1.0
OSIS,Buy,1.0
TDS,Buy,1.0
NEP,Buy,1.0
CXM,Buy,1.0
RPD,Buy,1.0
INDB,Buy,1.0
TROX,Buy,1.0
CLDX,Buy,1.0
NATL,Buy,1.0
CVI,Buy,1.0
ABR,Buy,1.0
NTLA,Buy,1.0
FCPT,Buy,1.0
TGLS,Buy,1.0
UFPT,Buy,1.0
VCEL,Buy,1.0
IART,Buy,1.0
PAY,Buy,1.0
WOR,Buy,1.0
BBAR,Buy,1.0
KGS,Buy,1.0
UEC,Buy,0.9977214
UP,Buy,1.0
LGIH,Buy,1.0
BANC,Buy,1.0
KSS,Buy,1.0
GSHD,Buy,1.0
FA,Buy,1.0
JPC,Buy,1.0
FL,Buy,1.0
MYGN,Buy,1.0
MYRG,Buy,1.0
LIF,Buy,1.0
MTRN,Buy,1.0
NZF,Buy,1.0
PRGS,Buy,1.0
CALX,Buy,1.0
CGON,Buy,1.0
CMPR,Buy,1.0
ROG,Buy,1.0
ATAT,Buy,1.0
SPB,Buy,1.0
LAUR,Buy,1.0
LION,Buy,1.0
MCW,Buy,1.0
CENT,Buy,1.0
ROCK,Buy,1.0
CENTA,Buy,1.0
MP,Buy,1.0
AIR,Buy,1.0
SBCF,Buy,1.0
IAG,Buy,1.0
PSEC,Buy,1.0
VECO,Buy,1.0
HNI,Buy,1.0
JAMF,Buy,1.0
UTF,Buy,1.0
UTG,Buy,1.0
PFS,Buy,1.0
TOWN,Buy,1.0
CRI,Buy,1.0
GDS,Buy,1.0
WERN,Buy,1.0
ZD,Buy,1.0
CCU,Buy,1.0
FTRE,Buy,1.0
AMBA,Buy,1.0
GSAT,Buy,0.999116
SPNT,Buy,1.0
IOVA,Buy,0.99990475
DLO,Buy,1.0
GEO,Buy,1.0
ODD,Buy,1.0
PTVE,Buy,1.0
FRME,Buy,1.0
CRTO,Buy,1.0
PRVA,Buy,1.0
RSI,Buy,0.9997677
EVH,Buy,1.0
ARHS,Buy,1.0
PYCR,Buy,1.0
PLMR,Buy,1.0
AMRX,Buy,1.0
QDEL,Buy,1.0
USLM,Buy,1.0
AGM,Buy,1.0
IBTX,Buy,1.0
JANX,Buy,0.9999957
MBIN,Buy,1.0
ASTH,Buy,1.0
PLUS,Buy,1.0
HWKN,Buy,1.0
PDCO,Buy,1.0
FLYW,Buy,1.0
EVCM,Buy,1.0
HTH,Buy,1.0
SPNS,Buy,1.0
AKR,Buy,1.0
EVTC,Buy,1.0
ETY,Buy,1.0
ALG,Buy,1.0
MRVI,Buy,1.0
EQX,Buy,1.0
COMP,Buy,0.99997675
HTLF,Buy,1.0
ENR,Buy,1.0
TAC,Buy,1.0
EPAC,Buy,1.0
PTY,Buy,1.0
HPK,Buy,1.0
GTX,Buy,1.0
ADUS,Buy,1.0
SXI,Buy,1.0
LB,Sell,0.99999976
DRVN,Buy,1.0
ADNT,Buy,1.0
VSTO,Buy,1.0
EE,Buy,1.0
TTMI,Buy,1.0
B,Buy,1.0
CRGY,Buy,1.0
GPCR,Buy,1.0
UCTT,Buy,1.0
NBTB,Buy,1.0
TR,Buy,1.0
EXPI,Buy,1.0
TNK,Buy,1.0
RAMP,Buy,1.0
MGNI,Buy,0.99999905
NXRT,Buy,1.0
NVAX,Buy,0.98201317
VYX,Buy,1.0
LFST,Buy,1.0
AMN,Buy,1.0
FBK,Buy,1.0
CNMD,Buy,1.0
MBC,Buy,1.0
AMBP,Buy,0.99999857
GO,Buy,1.0
SHO,Buy,1.0
RXRX,Buy,0.9972402
GDV,Buy,1.0
LSPD,Buy,1.0
PTGX,Buy,1.0
BEAM,Buy,1.0
PHIN,Buy,1.0
STAA,Buy,1.0
TALO,Buy,1.0
PAYO,Buy,0.9996145
TRMK,Buy,1.0
GRND,Buy,1.0
SPT,Buy,1.0
MLKN,Buy,1.0
EQC,Buy,1.0
OFG,Buy,1.0
VRNT,Buy,1.0
SMTC,Buy,1.0
FIHL,Buy,1.0
ZIM,Buy,1.0
TNC,Buy,1.0
PINC,Buy,1.0
CAKE,Buy,1.0
RCKT,Buy,1.0
CABO,Buy,1.0
MSDL,Buy,1.0
SCL,Buy,1.0
SEMR,Buy,1.0
YY,Buy,1.0
GCMG,Buy,1.0
JBLU,Buy,0.99999976
BTSG,Buy,1.0
VEON,Buy,1.0
BANR,Buy,1.0
FOXF,Buy,1.0
RNST,Buy,1.0
EPC,Buy,1.0
IREN,Buy,0.99999976
NSSC,Buy,1.0
TSLX,Buy,1.0
MXL,Buy,1.0
RNW,Buy,1.0
CPRX,Buy,1.0
ENVA,Buy,1.0
THS,Buy,1.0
ARVN,Buy,1.0
TXG,Buy,1.0
BOWL,Buy,1.0
LILAK,Buy,0.99999964
LILA,Buy,1.0
GOF,Buy,1.0
SAH,Buy,1.0
VSAT,Buy,1.0
AMPH,Buy,1.0
AVPT,Buy,1.0
NVCR,Buy,1.0
ARCO,Buy,1.0
SNDX,Buy,1.0
EWTX,Sell,0.9658472
BKE,Buy,1.0
DKL,Buy,1.0
GNL,Buy,0.99999976
KAR,Buy,1.0
JBI,Buy,1.0
IMCR,Buy,1.0
HURN,Buy,1.0
PD,Buy,1.0
SWI,Buy,1.0
STC,Buy,1.0
NHC,Buy,1.0
HLX,Buy,1.0
LMAT,Buy,1.0
PAX,Buy,1.0
CUBI,Buy,1.0
KMT,Buy,1.0
WRBY,Buy,1.0
CIFR,Buy,1.0
WMK,Buy,1.0
VERA,Buy,1.0
DFIN,Buy,1.0
MRCY,Buy,1.0
WB,Buy,1.0
ALHC,Buy,0.9999876
AHR,Buy,1.0
SJW,Buy,1.0
USA,Buy,1.0
LOB,Buy,1.0
ENLT,Buy,1.0
ZLAB,Buy,0.9999999
DNUT,Buy,1.0
VRNA,Buy,1.0
HEES,Buy,1.0
HBI,Buy,1.0
MNR,Buy,1.0
HLMN,Buy,1.0
AKRO,Buy,0.9993154
TFIN,Buy,1.0
HG,Buy,1.0
CEPU,Buy,0.9999999
NEO,Buy,1.0
VGR,Buy,1.0
RXST,Buy,1.0
HE,Buy,1.0
WULF,Buy,0.99999976
SVV,Buy,1.0
HRMY,Buy,1.0
AAT,Buy,1.0
SFL,Buy,1.0
PSNY,Buy,0.9981962
PLUG,Buy,0.81401414
MSGE,Buy,1.0
OBDE,Buy,1.0
LGND,Buy,1.0
NTB,Buy,1.0
CLM,Buy,1.0
CTRI,Buy,1.0
UPBD,Buy,1.0
ASPN,Buy,1.0
NUV,Buy,1.0
WS,Buy,1.0
DHT,Buy,1.0
CHCO,Buy,1.0
AG,Buy,0.99999833
IBTA,Buy,1.0
PROK,Buy,0.99997246
NGD,Buy,0.8365702
IVT,Buy,1.0
PAR,Buy,1.0
STGW,Buy,1.0
GEL,Buy,1.0
MIRM,Buy,1.0
CORZ,Buy,0.9999995
DAVA,Buy,1.0
VCYT,Buy,1.0
VET,Buy,1.0
EVT,Buy,1.0
MLNK,Buy,1.0
MGPI,Buy,1.0
SLNO,Buy,1.0
NMRA,Buy,1.0
DNN,Buy,0.9998547
KYN,Buy,1.0
BCAT,Buy,1.0
LZB,Buy,1.0
EFSC,Buy,1.0
RVT,Buy,1.0
CODI,Buy,1.0
SGHC,Buy,0.999992
CLBK,Buy,1.0
BORR,Buy,1.0
ANDE,Buy,1.0
KRP,Buy,1.0
SAND,Buy,0.99999976
EXTR,Buy,1.0
DRH,Buy,1.0
DAN,Buy,1.0
VRTS,Buy,1.0
OSW,Buy,1.0
LKFN,Buy,1.0
CMRE,Buy,1.0
GLPG,Buy,1.0
CNXN,Buy,1.0
HUT,Buy,0.99999917
NAVI,Buy,1.0
TIXT,Buy,1.0
PWP,Buy,1.0
GSBD,Buy,1.0
ROIC,Buy,1.0
NAMS,Buy,1.0
SONO,Buy,1.0
KROS,Buy,1.0
FCF,Buy,1.0
NWBI,Buy,1.0
SOUN,Sell,0.99838257
LPG,Buy,1.0
NBHC,Buy,1.0
EVO,Buy,1.0
BLMN,Buy,1.0
VITL,Buy,1.0
LEG,Buy,1.0
AMRC,Buy,1.0
VTLE,Buy,1.0
NAC,Buy,1.0
ARLO,Buy,1.0
VIAV,Buy,1.0
PLAB,Buy,1.0
CHEF,Buy,1.0
OPEN,Buy,1.0
DAC,Buy,1.0
WT,Buy,1.0
SYBT,Buy,1.0
SUPN,Buy,1.0
DO,Buy,1.0
KN,Buy,1.0
IAS,Buy,1.0
WGO,Buy,1.0
TY,Buy,1.0
PEB,Buy,1.0
RQI,Buy,1.0
HOLI,Buy,1.0
GTY,Buy,1.0
VICR,Buy,1.0
IONQ,Buy,1.0
NGVT,Buy,1.0
CTS,Buy,1.0
CASH,Buy,1.0
VSTS,Buy,1.0
GAB,Buy,0.9999999
BLBD,Buy,1.0
KURA,Buy,1.0
RC,Buy,1.0
ACHR,Buy,1.0
CXW,Buy,1.0
THRM,Buy,1.0
VVX,Buy,1.0
NVEE,Buy,1.0
DBD,Buy,1.0
LTC,Buy,1.0
WKC,Buy,1.0
ARRY,Buy,1.0
ETV,Buy,1.0
LMND,Buy,1.0
AFYA,Buy,1.0
FBNC,Buy,1.0
VSEC,Buy,1.0
STBA,Buy,1.0
VRE,Buy,1.0
POWL,Buy,1.0
LVWR,Buy,1.0
SKWD,Buy,1.0
SAFE,Buy,1.0
FOR,Buy,1.0
LADR,Buy,1.0
SDGR,Buy,1.0
BCYC,Buy,1.0
PRDO,Buy,1.0
TDOC,Buy,1.0
MNKD,Sell,0.9492455
FSM,Buy,0.9994785
ARI,Buy,1.0
HPP,Buy,0.99999654
SCS,Buy,1.0
AVDL,Buy,1.0
OXM,Buy,1.0
PLAY,Buy,1.0
XHR,Buy,1.0
SYRE,Buy,0.9999995
BMBL,Buy,1.0
CDRE,Buy,1.0
HOPE,Buy,1.0
BUSE,Buy,1.0
CENX,Buy,0.99986374
ATEC,Buy,1.0
KNSA,Buy,1.0
BDJ,Buy,1.0
STER,Buy,1.0
UPWK,Buy,1.0
SPHR,Buy,1.0
AMC,Buy,0.99985504
DNOW,Buy,1.0
KALU,Buy,1.0
COHU,Buy,1.0
GBX,Buy,1.0
GETY,Buy,1.0
HLIO,Buy,1.0
BBU,Buy,1.0
NWN,Buy,1.0
SEDG,Buy,1.0
BKD,Buy,1.0
BCRX,Buy,0.84958905
DSGR,Buy,1.0
RLJ,Buy,1.0
TCBK,Buy,1.0
TLRY,Buy,1.0
NMM,Buy,1.0
INMD,Buy,1.0
SRCE,Buy,1.0
BHE,Buy,1.0
OXLC,Buy,1.0
BLTE,Buy,1.0
ODP,Buy,1.0
PRG,Buy,1.0
MRX,Buy,1.0
STEW,Buy,1.0
XRX,Buy,1.0
MMI,Buy,1.0
WABC,Buy,1.0
SSTK,Buy,1.0
SDHC,Buy,1.0
COCO,Buy,1.0
NIC,Buy,1.0
HLIT,Buy,1.0
NG,Buy,1.0
BB,Buy,0.97709376
OCSL,Buy,1.0
KW,Buy,1.0
ELME,Buy,1.0
ETG,Buy,1.0
JBGS,Buy,1.0
INDV,Buy,1.0
TASK,Buy,0.99999857
AILE,Buy,1.0
MRTN,Buy,1.0
IMKTA,Buy,1.0
AHCO,Buy,0.9999989
VSCO,Buy,1.0
USPH,Buy,1.0
CGAU,Buy,1.0
GLP,Buy,1.0
INFN,Buy,1.0
HMN,Buy,1.0
AMWD,Buy,1.0
HYT,Buy,1.0
TRUP,Buy,1.0
BXMX,Buy,1.0
STEL,Buy,1.0
DEA,Buy,1.0
FINV,Buy,0.99999857
LUMN,Buy,0.99996483
TV,Buy,0.5492165
WINA,Buy,1.0
KLG,Buy,1.0
LBPH,Buy,1.0
APOG,Buy,1.0
ETWO,Buy,0.99997044
ZUO,Buy,1.0
MAG,Buy,1.0
SILV,Buy,0.99999964
BHIL,Buy,0.99999356
BTDR,Sell,0.9969478
PTON,Buy,1.0
DK,Buy,1.0
PDFS,Buy,1.0
VIR,Buy,1.0
BTT,Buy,1.0
NRIX,Sell,0.99997306
JELD,Buy,1.0
SGML,Buy,1.0
DVAX,Buy,1.0
WTTR,Buy,1.0
KEN,Buy,1.0
PARR,Buy,1.0
PZZA,Buy,1.0
MTTR,Buy,1.0
OEC,Buy,1.0
SASR,Buy,1.0
MSC,Buy,1.0
RCUS,Buy,1.0
JMIA,Sell,0.999869
NMFC,Buy,1.0
UDMY,Buy,1.0
DSL,Buy,1.0
NTCT,Buy,1.0
PHR,Buy,1.0
AIV,Buy,1.0
DMLP,Buy,1.0
HELE,Buy,1.0
WKME,Buy,1.0
KFRC,Buy,1.0
VBTX,Buy,1.0
HIMX,Buy,1.0
MCRI,Buy,1.0
CSGS,Buy,1.0
ALEX,Buy,1.0
BFS,Buy,1.0
DAWN,Buy,1.0
SILA,Buy,0.9999995
SA,Buy,1.0
ARDX,Buy,0.9592098
LNN,Buy,1.0
